,Cover_Type
361327,0
307680,1
426232,1
185466,0
157794,0
117427,1
57843,0
143134,1
126263,1
11523,1
533677,0
324107,1
549699,0
548064,1
198950,0
120954,1
543127,6
265420,3
203587,1
150156,0
525034,0
171119,1
353644,2
145933,1
343680,1
532433,0
251366,0
204719,0
539268,6
372595,1
502270,0
504358,1
315609,0
233395,1
43210,0
227107,1
136738,1
510721,0
199785,0
508280,0
11281,5
364781,0
573627,2
4585,3
332154,0
455795,1
47969,0
398335,0
527311,1
410763,0
563267,1
297224,5
125438,0
226348,0
42704,1
156718,1
289428,0
520650,6
372440,1
178864,1
64159,0
165186,0
354488,1
437683,0
415999,0
387649,1
263894,1
1216,1
376800,0
52704,1
390070,1
367351,6
183299,1
37769,0
281721,1
5795,3
79248,0
354865,2
399943,1
455661,6
412690,0
303277,5
203612,0
232078,0
533123,0
74191,1
556809,1
178618,0
506395,0
461406,1
190328,0
201466,0
422391,0
38653,1
205434,1
178462,1
258866,1
15600,1
250701,2
401253,6
159383,1
134424,1
258283,1
222366,1
252417,2
228872,1
318347,1
47076,1
569963,1
530690,0
163653,0
11243,5
547177,1
48214,1
479437,1
55762,1
443861,0
539972,0
313731,0
53313,0
302228,5
415357,0
431726,0
99895,1
325,1
376071,6
178168,0
556502,0
467764,1
74473,4
224492,1
258560,0
373932,0
165064,1
96808,1
122916,1
495257,1
116383,0
206138,0
233582,6
491874,0
298676,0
168021,0
261584,1
547959,1
281318,2
494117,0
46158,1
128371,1
284447,1
351931,0
62594,0
132996,1
282037,6
445585,1
241855,1
412309,0
159616,1
153967,0
40174,1
181739,0
184272,0
278141,1
414721,1
38641,1
372445,1
414278,0
494718,1
186030,4
134657,1
344715,6
543431,6
269359,1
519958,0
400308,1
449328,1
76453,1
295311,0
13264,5
575578,2
469097,0
386305,1
188338,0
256236,6
76317,0
357542,1
352147,6
384305,1
29275,1
140189,1
269123,2
160494,1
24377,1
77770,1
131651,1
449521,0
484959,0
127305,1
2378,2
417507,0
250262,1
124560,1
261325,0
337584,0
1611,4
474616,1
244842,1
423756,1
259302,1
132352,1
237522,4
17204,1
45246,1
114683,1
281493,0
72660,1
564555,1
161001,0
520721,1
461782,0
454399,0
123232,1
194010,0
362846,0
513167,0
209024,1
452337,0
217009,0
185242,1
61744,1
377622,1
439292,0
510431,0
358814,1
503058,0
469854,1
407469,0
55346,1
221952,1
28073,1
185919,0
411530,0
357355,2
472655,1
406997,5
26642,1
530934,1
18968,0
384912,1
305674,5
476294,1
289336,5
254708,1
399384,1
269734,2
545584,1
265017,3
355377,4
140568,1
16807,0
393670,0
481069,1
48195,1
393120,0
325098,1
29535,1
132622,1
254637,1
380915,1
389877,0
39373,0
94814,1
180270,0
416120,0
534134,1
322130,0
388662,0
17508,4
542716,6
391017,1
203051,0
200551,1
210095,0
62911,1
65571,1
211783,0
271009,1
12782,3
417970,1
136126,1
191322,1
571016,2
457982,0
78750,1
250315,1
578188,2
1994,1
503476,1
575750,2
64135,1
33726,1
143320,1
545015,1
300342,1
55489,1
294902,5
530251,0
494002,1
500712,1
571568,1
425593,1
77586,1
427841,1
548633,0
31126,0
122854,1
257548,1
297202,1
279867,1
526956,0
255313,1
39330,0
116046,0
28003,1
83290,1
98492,1
197620,0
501533,0
86533,1
466371,1
558301,1
231879,1
342980,1
434245,1
155981,0
420157,1
113394,0
264806,0
369703,1
360331,1
465630,6
381991,0
453828,1
287842,0
7273,6
516649,1
309959,0
82725,1
394531,0
405428,0
238504,4
478518,1
478223,6
156042,0
143379,1
520446,0
389649,5
394370,1
347758,0
331889,0
261269,6
510079,0
480430,1
221944,1
377224,0
258739,1
412515,2
38433,1
205084,1
371986,1
398577,1
562499,1
42169,1
569922,1
214294,0
54539,1
436036,1
75713,1
112067,1
515250,0
323065,6
302102,1
467055,0
296463,2
464735,0
378418,2
310547,0
70853,1
461851,0
325140,6
201752,0
328640,1
314859,1
171943,1
173762,1
442937,1
488643,1
566349,1
478862,0
92056,1
518459,0
127970,1
10781,5
469427,0
29808,1
488891,0
129380,1
20601,1
274347,2
117105,1
384665,1
45198,1
146503,1
279691,5
20989,0
238836,5
548008,1
194907,1
347040,2
283663,5
143958,1
383696,1
169406,0
107263,0
484837,1
125194,1
15618,1
66589,1
452692,1
460203,0
192097,1
153493,0
329019,0
24916,1
107063,1
102320,1
365147,0
77656,1
59096,1
405439,0
354642,0
219592,0
89732,1
143021,1
291357,0
108783,1
245328,1
50694,1
121829,1
502931,0
302479,0
38147,0
474517,0
116885,1
31352,1
19431,0
285728,0
131000,1
517747,0
529148,1
297007,0
298020,1
369416,2
332818,1
422217,0
293066,2
3225,4
513160,0
402654,0
183496,0
70052,0
338434,1
340304,0
537915,0
110063,1
502023,0
162222,0
205198,1
355026,0
49007,1
75709,0
139274,1
344013,2
26596,1
453901,0
13373,2
4056,2
95398,1
203829,1
454107,6
523557,0
170329,0
64813,1
575058,2
191314,1
504970,0
146039,0
399205,1
522688,0
543193,0
214512,0
319855,1
466508,1
373930,0
228496,1
158142,1
114170,1
212216,1
123156,0
304592,1
69131,0
308508,1
187309,0
405970,0
186834,1
23609,1
341327,1
579895,2
62677,1
134816,1
133501,1
360176,1
134519,1
207177,0
343967,1
346868,1
141129,1
482390,1
405649,1
154836,1
103495,1
523407,0
561092,1
231914,5
566703,1
197821,0
216087,0
291848,0
63845,0
325743,1
163622,1
418121,0
500450,1
202271,0
42445,0
523364,6
352226,1
209231,0
116856,1
334253,0
402717,0
531465,0
145260,0
208943,0
395238,1
366987,6
237695,1
14218,5
198627,0
404853,1
103262,1
312611,0
97527,0
138915,1
244555,5
265670,1
341665,0
181107,1
389155,0
310080,1
192016,0
316101,1
267816,0
161334,0
264946,2
183028,1
224519,1
439295,0
262405,0
479492,1
159042,1
417315,0
99373,1
293994,2
452540,0
137746,1
524080,1
24408,1
159661,0
132387,1
156457,1
178326,1
562677,0
410109,0
447329,0
239189,1
299304,2
533475,0
38338,1
477543,0
577649,2
436537,0
84833,1
259132,0
330427,0
2762,2
257366,2
324343,1
41776,1
425747,1
11118,2
2265,5
409192,0
263233,2
182371,0
503255,0
457818,1
253605,1
50931,1
580574,2
278214,1
507849,1
340923,6
507966,6
105931,1
25395,0
192769,0
67165,0
413100,1
214401,1
378314,1
95615,1
490653,0
422624,1
14119,4
488909,0
487322,1
328495,1
483077,0
464279,0
33357,1
113973,1
420858,0
529664,1
289799,5
199454,1
115654,1
143047,1
307951,1
508430,0
133890,1
66209,0
563169,1
200594,0
201061,1
107036,0
8148,5
109625,1
321945,1
546208,0
371854,0
260520,4
179339,0
132650,1
478719,1
486815,1
383718,2
183670,0
360926,1
132855,1
106077,1
469258,1
90915,0
488470,6
447670,1
247538,1
461678,0
224643,1
449808,1
338278,0
108160,1
199676,1
384079,6
455501,0
523395,0
493393,0
100152,1
329853,0
465436,0
233909,1
441435,0
530977,1
375263,0
313652,1
335913,0
481632,1
396731,1
436839,0
493590,0
471536,1
345423,0
294610,2
564394,1
430207,0
548275,1
518030,0
39414,1
1605,0
505630,1
188151,1
225120,1
546579,0
226557,1
173491,1
369025,1
450596,0
439430,1
400625,1
81669,1
513504,1
391690,0
514394,0
530769,0
462079,6
177322,0
527065,0
501416,0
198284,0
414601,5
126368,1
337176,0
481884,0
522362,0
4588,3
30920,1
120207,1
131302,1
134298,1
259708,0
233784,0
294775,1
384005,1
52202,1
73457,0
343625,1
211956,1
108364,1
541014,6
154466,0
406065,1
374294,1
314767,1
101168,0
445364,6
197383,1
272950,0
328053,1
521225,1
454362,0
565791,1
242044,2
79429,1
494768,0
48189,1
196061,1
530569,1
122467,1
237051,1
250071,2
273928,5
110206,1
23309,1
110082,1
115150,1
117053,1
500006,0
99882,1
246289,1
90705,1
460183,0
279763,0
398739,1
127430,1
353590,1
479234,1
460818,0
261157,2
207210,0
153993,1
361452,1
452862,0
422763,0
525342,1
434396,0
336404,1
202027,0
210166,0
157321,1
57460,0
377346,0
193790,0
193886,0
128194,1
578082,2
355087,1
545749,0
150790,1
77518,1
507107,1
254857,2
112621,1
162310,1
53002,1
419563,1
360567,1
477317,0
68859,1
96605,1
45417,1
534762,0
479889,1
536157,0
210394,0
266885,0
538400,0
102809,1
509230,1
422739,0
374815,6
290928,1
173373,1
284524,1
195829,0
231835,0
540618,1
434835,0
468244,1
179232,0
27128,1
62070,1
215779,0
181974,4
257813,2
43541,0
195873,1
125382,1
531221,6
505552,0
341205,1
185531,1
107532,0
462369,1
413556,0
288668,5
85837,0
477512,1
467453,0
457050,0
10991,2
448638,0
332204,0
415928,2
546757,1
371514,1
180036,0
534948,0
132513,1
420412,0
283743,0
461166,6
68731,1
85938,1
506866,6
429840,0
495802,6
412175,0
554555,0
428892,0
256148,2
474345,1
579483,2
22411,1
70598,1
42038,0
344377,0
529225,1
66552,1
81269,1
172485,1
504202,0
384519,1
128727,0
80935,1
566111,1
311703,1
93676,1
148159,1
573484,2
179351,0
322315,1
9729,1
90425,1
147232,1
445490,1
291084,1
225033,1
251676,1
245492,5
184271,0
306966,1
270539,1
355837,6
57483,0
65015,1
326887,1
392397,0
408775,1
1170,4
309385,1
35277,1
19646,0
419324,0
517325,0
207029,0
61039,1
157517,0
318643,1
12749,3
36468,1
96269,1
483109,0
30534,0
276143,2
66023,1
539021,6
381998,0
462504,0
431838,0
377523,0
472620,1
360384,2
487473,1
311576,0
473931,1
9104,0
213858,1
336577,0
300855,5
113752,0
553443,1
277499,0
459021,0
17839,1
246402,1
24764,1
95067,0
177460,0
77483,1
101709,0
250468,1
556050,1
159512,0
434720,1
268167,2
537798,1
560994,1
520417,1
403380,0
478448,1
241251,1
13092,2
375095,5
363064,0
329988,1
377377,1
132321,0
70878,1
556625,1
79202,0
372047,1
499824,1
456401,0
33055,0
48754,1
9967,6
449347,1
1195,4
437333,0
485982,1
414079,0
308057,1
120768,1
572236,1
12798,3
392090,1
576940,5
210016,0
576438,5
123841,0
92268,1
153655,1
70939,1
453706,1
94990,1
66061,0
434060,0
417399,0
547283,0
299546,0
242429,0
541688,0
546243,0
109666,1
333257,1
311176,1
567676,5
256974,1
551176,1
209507,0
403094,0
514538,0
426241,1
67818,0
267370,0
83283,1
6936,4
486794,0
226714,1
16134,1
384844,1
354271,2
260097,3
500622,1
345465,1
273423,0
518622,0
148949,1
328184,1
510020,1
115564,1
316368,1
215954,1
90411,1
453280,1
173242,4
170611,1
135339,1
147759,1
568118,5
237643,0
110522,1
335674,1
23571,1
17069,1
355865,0
130227,1
124836,0
520821,0
110345,1
445952,0
51306,1
560859,0
2743,3
494623,0
83340,1
552284,1
565111,1
68229,1
281683,1
21230,0
358660,0
301613,1
488102,1
562035,0
437613,0
34815,1
448495,6
105118,1
490520,1
66835,1
29060,1
265189,0
320220,1
328550,1
452469,0
147574,1
61717,0
553798,0
487381,0
334943,1
211720,1
70314,1
58056,1
126307,0
66802,0
159248,0
153951,1
482329,0
196235,0
543535,0
561711,1
461486,0
561246,1
178875,0
552766,0
310121,1
367445,1
112200,1
297870,0
441085,0
46597,1
501051,1
545905,0
493789,0
463043,0
195992,0
476934,1
200357,0
194076,4
252237,1
161206,1
232825,1
9761,0
513922,0
265323,1
277045,4
541615,1
316895,0
574913,5
169702,0
528687,1
141527,1
430011,0
6337,0
475214,1
122925,0
510337,1
334835,0
59654,0
562901,1
242305,1
347608,1
28309,1
374253,0
578422,2
290520,0
495087,0
198779,1
42393,0
68910,1
72950,1
243888,0
132502,1
322690,2
395128,0
74440,1
151101,1
442155,0
561515,0
308402,0
298,0
91996,1
428618,0
511926,0
568321,1
43232,0
227853,1
546670,0
246401,1
309324,0
133211,1
166634,0
518208,0
107908,1
543031,0
479474,1
251892,2
236985,0
180514,0
453491,1
219971,0
71153,1
56661,0
377655,1
66755,1
227912,1
77953,1
20131,1
56813,1
316896,0
204556,0
110294,0
516663,0
505896,0
278596,0
379233,0
87869,1
114914,1
138493,0
11436,0
310354,0
28561,1
381395,0
117777,0
313353,1
129057,1
262805,6
199143,0
101899,1
402634,1
55212,1
466505,0
502371,0
125343,0
253478,1
95277,1
548991,1
395090,6
574513,2
422368,0
239319,2
509029,6
363690,1
60236,0
539311,1
226726,2
542528,0
513451,1
506490,0
518066,0
484669,1
276373,1
407218,0
270775,2
297140,1
31372,1
454360,0
9926,1
336298,1
119775,1
158817,1
41643,0
528938,0
356750,2
328404,0
432512,1
311231,1
93476,1
63880,1
316867,0
323805,1
13660,4
273983,0
195856,1
99353,1
466497,0
406293,4
459477,0
271527,4
275466,2
139598,1
543363,0
354931,6
511982,0
417745,1
393807,0
253658,2
118823,1
192415,0
402047,0
176043,0
59609,0
61788,1
75483,1
182568,1
334039,0
552077,0
372431,0
440089,0
308945,0
305321,0
442653,0
474952,1
237356,2
231305,1
146465,1
201699,0
349910,1
393599,1
119455,1
195337,0
266522,0
248939,0
9071,0
247717,2
253228,0
448836,1
280561,1
475288,0
568978,1
578294,5
529266,0
77654,1
355286,1
186538,1
442184,0
260251,0
339684,0
33812,1
157661,1
103553,1
256071,2
153962,0
312133,0
118828,0
322464,1
148938,0
299877,0
208021,0
259594,2
462418,1
59308,0
539387,0
26783,1
534068,0
206687,0
342836,0
244398,1
521486,0
557721,2
493005,0
163866,1
167267,1
468277,1
1274,0
56778,1
258250,1
504832,0
560438,0
342130,2
493821,0
513216,1
435113,0
495036,1
440635,1
536369,0
216936,0
99805,1
430959,0
536445,6
293770,0
489446,0
109232,1
350346,0
426112,0
296539,0
120494,1
311029,0
362575,1
53297,0
124719,1
241224,1
319736,0
382614,1
270856,0
396849,0
150923,0
6184,5
45680,0
412321,0
308598,1
228034,1
249921,2
268850,0
464677,0
513476,1
243449,1
302409,0
202882,0
130891,1
39982,1
341169,0
144226,0
70126,1
164211,0
128561,1
447754,0
173086,1
363847,1
466545,6
455938,0
67201,1
358694,0
309615,1
395652,0
155953,1
288853,5
423091,1
514504,0
290834,6
289005,1
367763,2
254716,1
539982,0
76467,1
200320,0
317502,0
24114,1
166827,0
480120,6
230404,1
199871,0
279337,1
304477,1
77322,1
569272,1
141155,1
400379,0
379619,1
383446,0
516570,0
92369,0
477313,0
274393,2
1786,4
533862,0
359437,1
376440,5
527016,0
444153,0
121599,0
7024,0
515738,0
186763,0
354160,1
480729,1
446842,0
490105,0
153155,1
241623,2
394777,2
526573,0
533446,0
397133,0
199288,1
536853,1
439316,0
83119,1
570653,2
46973,1
362106,1
41014,1
430548,0
133345,1
462922,1
140435,1
262318,0
445457,0
469388,1
247230,2
175806,0
502046,0
229019,5
270523,1
107285,1
260421,1
384026,1
320562,1
479752,1
50483,0
195402,1
27616,0
444123,1
498563,0
229184,0
121281,1
430455,0
335464,6
218281,1
499209,0
146396,0
492461,1
252885,1
196119,0
506699,0
355804,0
303467,0
305796,0
474027,1
531922,0
476520,0
375219,1
149350,1
235129,1
359717,1
393682,0
390208,1
445860,0
513312,0
173397,0
452475,1
325055,1
224481,0
497209,1
202760,0
226062,1
94603,1
328544,1
319754,1
478155,0
100760,1
294971,2
112512,1
498012,0
145664,0
379,1
244658,4
418904,0
445899,1
284949,0
399967,1
148040,1
232253,1
386710,6
69908,1
551698,0
60897,1
294302,1
221182,1
116342,1
61331,1
91636,1
153329,1
182186,1
316461,1
432506,1
508993,0
159148,0
394738,1
4248,2
247174,2
209047,1
163975,1
163249,0
369704,1
548912,1
354732,1
472788,1
208950,0
418164,0
30516,1
496994,0
105391,1
329375,0
81329,1
13697,5
530101,1
75730,0
383821,0
30087,1
527088,0
387294,1
15365,1
391375,1
496014,0
146705,0
84234,1
189582,0
476593,1
108369,1
240005,1
420436,0
12461,3
316066,1
35629,1
417342,1
230408,0
103118,0
292717,2
561321,0
241472,1
103052,1
136405,1
279746,0
307746,0
512443,0
520811,1
54425,0
538934,0
7915,2
574810,2
35516,1
440727,0
411889,0
171720,1
266149,1
346901,1
395605,0
515214,0
178515,4
62633,1
568527,1
570598,2
39097,1
240521,1
224794,1
128771,1
136448,0
436285,1
579170,2
206503,0
419244,0
1046,1
412171,0
491178,0
259261,1
298429,1
474013,0
116481,0
272732,2
471691,6
231398,1
544491,0
527213,0
91675,1
192788,0
253577,0
30609,1
219135,1
332798,1
132311,1
121758,1
265109,0
476384,1
227900,1
449358,0
4201,3
559533,1
303285,5
399814,6
81249,1
322444,1
212143,0
132059,1
540615,1
341341,1
353,1
250452,0
237002,0
399860,0
181894,0
421475,0
454624,6
169628,1
464290,0
164262,1
285645,1
165877,1
561978,1
487396,0
304031,1
185724,1
118403,1
436245,6
468702,0
43350,0
431139,1
315772,1
28315,1
250880,1
15981,1
301466,0
241762,1
460270,0
46111,1
311603,0
216504,4
101805,1
483089,0
194853,1
180928,0
287538,2
258607,0
392463,0
304719,5
572749,1
406995,5
557773,0
197950,1
170453,1
178110,0
508367,1
148835,0
212215,1
244061,2
51043,1
250318,1
137345,1
141875,1
273318,2
284012,2
225186,1
259435,1
541592,1
16936,1
2368,4
212606,1
47201,1
481983,1
329954,1
306055,1
321164,1
564337,0
69542,1
556943,1
324930,0
576821,2
256671,2
472805,1
430069,0
551788,0
117302,1
240204,2
406046,1
210050,1
218257,1
472131,6
271733,2
78831,1
529602,1
19053,1
403003,0
492348,0
536470,0
451681,0
183357,0
507823,1
104616,0
303318,5
356034,1
6460,4
559343,1
426983,0
276192,5
358056,0
495982,1
576774,2
576554,2
537038,0
509323,0
69343,1
305536,1
449303,1
566906,5
563431,1
275497,3
551405,0
354443,1
394598,1
251909,2
143008,1
220818,1
433145,0
536893,0
286964,2
378778,6
516608,0
502571,0
144229,1
561328,0
183882,0
385451,0
140719,1
443629,0
356383,0
429940,0
351711,1
282321,2
200220,1
294576,5
124792,1
482291,0
85232,1
95082,1
46246,1
565936,1
71943,0
68174,1
468394,1
132230,1
160966,1
376492,0
509611,0
472573,0
304584,1
473303,0
297055,1
14927,2
125752,1
4865,3
212489,6
299997,0
578600,2
33586,1
318268,1
27213,1
149544,0
394766,2
484296,6
204348,0
351057,4
212360,0
210060,0
369303,1
464940,1
134880,1
332247,1
571241,1
242969,5
63103,1
564768,1
570054,1
439988,1
538021,0
460087,6
152794,1
431143,1
31333,1
73133,0
495903,1
187672,0
28532,0
37920,1
575688,2
490193,0
178470,0
518546,0
316111,1
25621,1
48106,1
99635,1
192677,1
399800,0
317402,1
48122,1
449184,0
286589,5
339101,1
335801,1
451965,0
242984,5
474196,1
9852,6
283000,2
275526,2
81332,1
546562,0
180841,1
156208,1
134012,1
252111,1
299835,0
481241,1
324312,1
55759,1
526809,1
182641,0
32216,1
163545,1
509277,1
497429,0
533400,1
88828,1
135552,1
434476,0
206907,0
87202,1
497853,1
20623,1
276084,2
21500,1
492883,0
542024,6
11249,2
210062,0
204929,0
58302,1
20586,1
478504,1
321031,0
208675,0
199623,1
427377,0
398398,0
294788,1
393247,1
395937,1
347117,0
448059,0
470398,6
234683,1
159577,1
398276,1
325356,1
312621,0
318474,1
565231,0
356414,1
90091,1
10449,0
493830,0
210589,0
109229,1
115330,1
108095,1
265211,1
293551,2
346052,1
5546,5
284846,5
70940,1
386346,4
246817,4
144245,1
571725,2
398281,1
237258,1
112602,1
127232,1
224213,1
486827,1
246931,1
372897,1
67066,0
540593,1
252806,1
270382,0
290875,0
145443,1
468543,6
386591,0
525238,1
472962,6
236183,0
227742,0
564144,1
371305,1
181556,0
548665,1
192178,0
122935,1
267850,0
70652,0
502427,6
263815,0
101503,1
122869,1
210118,0
496113,0
53730,1
96927,0
96562,1
455030,1
525470,0
573607,2
318560,1
37074,1
70736,0
17260,1
424234,0
565189,1
13802,4
192007,0
561871,0
175689,1
320228,1
502487,0
179800,1
100247,0
191016,1
548077,1
472880,0
477275,1
149248,0
244387,0
77903,1
52185,1
246627,2
518964,6
439437,1
406742,0
530661,0
25952,0
487705,1
100146,1
301974,0
300867,5
19946,1
577472,2
561579,1
48743,1
386725,0
470941,0
525079,0
448158,0
85935,0
304424,0
365460,1
90547,1
436205,0
157622,1
316359,1
354742,1
489500,1
245542,2
233830,1
507781,0
349600,1
470777,1
330081,0
177948,1
98311,0
170088,0
459399,1
23243,1
516183,0
43279,1
374826,6
224966,0
358419,1
101600,1
40669,1
530016,0
295017,5
7081,2
277287,2
385488,0
570180,1
446173,0
397711,0
166992,1
373959,6
537748,0
69595,1
40113,0
313342,1
214249,0
77133,1
261299,0
428305,1
385495,1
548425,1
53594,0
305887,0
456099,0
152291,1
127384,1
318540,0
107001,1
24887,1
72059,1
199254,0
26804,1
123334,1
246640,2
508701,1
68573,1
546489,0
440669,1
430235,1
127159,1
219938,0
385406,6
281123,1
2280,4
317664,0
474323,1
210643,0
258658,0
247726,2
334326,0
329175,0
397410,1
67040,1
383893,0
381299,1
150375,0
273976,0
231023,1
551956,1
34962,1
268853,0
210557,0
250398,1
71316,0
572288,1
530181,0
128505,0
184984,0
508903,1
489701,0
269405,1
211551,0
562302,1
431510,1
363533,0
39389,1
539357,1
200536,1
376609,1
70667,0
338158,2
541976,0
490049,1
405315,1
318278,1
136929,1
222210,0
509911,0
257615,1
6523,6
489312,0
299081,0
509158,0
84892,1
560784,1
208217,0
158197,1
404708,0
171485,1
213036,0
294918,5
435847,0
333369,0
544132,0
219006,0
372617,1
380267,1
438720,0
134405,4
426367,0
14256,5
181059,0
72507,0
519561,1
491249,6
35960,1
437048,0
424123,1
417888,5
512087,0
80393,1
276481,1
428860,1
356836,0
526007,0
83104,1
357061,6
483853,1
539427,0
159836,1
518342,0
465013,0
430469,0
227758,6
194710,0
426686,1
578659,2
367887,6
236429,5
206520,1
415068,0
471913,0
69933,1
299008,2
16418,1
267406,1
397358,1
95666,1
508237,0
85201,1
255447,2
129336,1
63362,0
290638,5
266709,2
111008,1
290436,0
49378,1
530432,0
554129,1
265863,2
108122,1
556107,0
504523,1
38452,1
580135,2
201111,1
245626,0
297820,2
1142,1
482659,6
99269,1
8992,0
113162,1
183486,0
77118,1
86645,1
305228,5
186829,1
309280,0
391339,1
171905,1
395329,1
438692,0
218658,0
95599,1
291565,1
101657,1
499981,1
30443,1
146808,1
236434,5
480496,1
530227,0
455758,0
540712,0
283234,0
394084,1
70823,1
191656,0
367022,0
577482,5
258570,0
442115,1
247386,1
135563,1
508151,1
40219,1
202012,0
412207,0
6081,5
460845,0
132086,1
550805,1
354516,1
206213,0
185478,0
92861,1
180568,0
482365,0
500298,1
229685,6
187792,0
3217,2
292771,0
513697,1
23986,0
207420,0
103786,1
400291,0
296868,2
488782,1
431012,0
145382,0
533082,0
426827,4
74947,1
415174,1
283359,1
186950,0
139854,1
508708,1
243283,1
447815,0
41724,1
541697,0
143799,1
52207,1
196958,0
6144,5
13678,0
477193,1
167268,1
459515,0
100078,1
465641,6
576170,5
32793,0
187341,0
266552,1
390797,1
463499,0
559440,1
249968,2
386994,4
146068,0
503766,0
486305,1
130766,1
214545,0
16552,1
329399,1
575775,2
69090,0
440218,0
253795,5
269936,1
579959,2
349528,0
467768,1
468180,0
426832,1
303057,0
159755,0
170953,1
438465,0
418275,1
257818,2
458169,0
444752,0
544520,0
99558,1
167550,1
139817,1
402695,0
51017,1
246507,1
429909,0
253383,1
150328,0
491531,1
466363,1
373371,6
319602,1
490706,1
475306,0
482540,1
16933,1
172022,1
42905,1
541922,0
328077,1
461314,0
516739,0
497573,0
383730,5
309240,0
134021,1
132483,1
285585,1
19629,0
373496,1
497004,0
422750,0
146792,1
310709,1
79809,0
321706,0
292919,1
24331,1
387614,1
216780,1
325442,1
525970,1
15190,1
62444,1
417335,1
229814,1
260317,0
545330,0
377839,0
397604,1
27254,0
283051,2
212453,0
295743,0
489488,1
333425,0
205060,0
196135,0
439693,1
367671,1
223251,1
77887,1
216796,4
274273,2
391797,0
310589,1
354285,2
306752,0
330798,0
113467,1
544504,0
273101,1
287468,2
449011,0
75417,1
9198,6
433611,0
423336,0
364196,6
272150,2
262574,4
199047,0
360455,0
152754,0
310065,1
33631,1
148257,0
220505,1
323228,1
554400,1
415831,1
293573,2
368093,0
520023,1
328886,1
545377,0
234720,1
63537,1
433079,1
295620,0
2923,4
80912,0
555983,1
467068,6
147034,1
95444,1
16044,1
125117,1
573997,2
254334,2
360705,6
361716,1
217137,1
53118,0
284653,5
560460,1
258921,1
561628,1
325583,0
299821,0
186781,0
576540,5
269046,1
526829,1
246061,2
29788,1
467192,0
327948,0
46075,1
267827,0
37221,1
549682,0
414825,0
570989,2
305520,1
990,1
300604,0
415079,0
505637,1
160186,0
137183,0
292476,1
62028,0
79188,1
572455,2
150467,1
480300,1
489552,1
294262,1
490860,1
458634,6
280388,0
51089,1
185764,0
296550,0
335984,2
89119,1
370966,0
447317,0
543381,0
207700,0
67023,1
491388,0
343343,1
241533,2
513018,0
48997,1
483152,0
388322,2
303379,0
190209,1
456205,0
64759,0
107286,1
570662,1
200399,0
445266,1
300609,0
491029,1
561654,0
578469,2
233581,6
514443,1
233915,1
280300,5
254,1
346259,1
255799,1
446689,0
96251,1
294323,1
350452,4
368655,0
202473,1
22217,1
323102,0
318515,4
437450,1
578532,2
155226,1
238101,1
289669,5
326722,1
320151,0
215389,1
529970,0
179631,1
5137,3
442938,1
131379,1
310406,0
392366,0
215610,1
500880,0
266097,1
404071,0
570564,1
248300,5
200553,1
341805,0
570126,1
203513,0
449315,1
475812,0
448550,0
321349,1
551825,0
38569,0
511629,6
23209,1
297765,5
272277,5
171324,1
498180,0
228848,1
421294,1
409190,1
359195,2
503069,0
555853,1
477123,0
54811,1
8867,1
327655,0
337739,1
40439,0
103976,1
167650,0
32790,1
273736,2
192280,0
576835,2
191191,0
206256,0
193315,0
240208,2
534581,0
60781,0
340811,2
20613,1
128523,0
75882,1
561492,0
471852,0
378103,6
385996,1
197469,1
324615,1
489139,1
339510,2
247112,2
324459,0
155946,1
489654,1
456709,0
48695,0
443763,0
530698,0
279624,5
482424,0
260212,6
485669,0
455997,0
550639,0
481072,1
531773,1
118935,1
14034,4
84457,0
459895,0
378119,0
27957,0
274045,0
142251,1
347989,1
81598,1
260415,0
257085,1
161900,1
117748,1
210309,0
355561,0
256313,0
15114,2
250768,1
491406,0
571215,5
99581,1
354482,1
555832,1
386167,1
475658,1
409625,1
495091,0
486618,0
205219,1
44202,1
221362,1
288811,5
285182,2
181093,0
134646,1
106173,1
312008,0
288647,2
421970,5
14946,2
79965,0
27125,1
444043,1
77794,1
472855,1
305964,1
90762,0
281602,1
464009,0
80504,1
361163,1
199240,0
369782,1
104789,1
200104,0
47160,0
286204,1
465104,6
306668,5
461,1
66276,1
556499,0
436126,0
298134,2
468739,1
279788,0
504646,6
251755,5
180095,1
543854,0
28897,0
327141,1
400235,5
229892,1
255947,1
13321,3
8794,0
107173,1
211021,1
430772,0
216961,0
547865,1
536475,0
261983,1
484783,1
74804,0
421835,1
200686,1
111441,1
234884,1
450796,1
471813,1
284929,0
103798,1
31215,1
359091,4
94458,1
204539,0
240421,1
190338,0
171264,0
458006,0
326762,1
70586,1
159052,1
184315,1
511491,0
492909,1
562609,1
380545,1
16940,1
384056,6
480906,0
162945,0
508665,0
130162,1
457405,1
241106,2
423661,5
103054,1
315084,1
556940,1
545453,0
58258,1
279436,2
485489,1
524035,6
411631,0
79374,1
361364,1
300946,5
149353,1
348392,1
417565,0
231038,4
221794,0
10279,1
268752,5
128709,1
204559,0
560414,0
209756,0
374905,1
306572,1
97271,1
334909,1
414471,1
485507,0
555029,1
87826,1
469168,1
188868,1
567966,5
208922,0
326375,0
201566,0
205116,0
226071,1
445977,0
347811,1
310126,1
514646,1
126442,0
163710,1
422907,1
202185,4
241824,1
483670,1
304068,1
181344,0
378063,6
154086,1
302623,1
325914,0
534905,0
482076,1
95671,1
508902,1
359718,1
199993,1
376433,2
451470,0
113627,1
520822,0
148672,1
224536,1
282106,0
208088,0
305002,1
